date,title,duration,views,likes,comments
2021-10-21 22:50:01+00:00,5 Time PGA Tour Winner VS Garrett & Grant 18 Hole Golf Match | Part 2 | GM GOLF,1281,129660,3954,288
2021-08-21 22:17:38+00:00,Can I Stop The Win Streak!? | Saturday Match #9 | GM GOLF,1252,172772,5857,330
2021-11-11 18:18:44+00:00,How Many Mulligans Does It Take Me To Shoot The PERFECT Round Of Golf?,1118,153595,4865,270
2021-04-12 00:00:13+00:00,SUNDAY MATCH #7 | Can I Make a Comeback?! | Garrett VS Micah,1663,232691,8933,879
2021-07-07 02:36:36+00:00,The Best My Golf Swing Has Ever Felt! | Can I Beat My 18 Hole Record 68? | Front 9,1284,189387,5719,353
2020-04-02 22:44:58+00:00,G VS M | Complete Silence Golf Challenge | Caddies Do The Talking For The Players | GM GOLF,1818,151666,6078,296
2020-04-28 20:36:59+00:00,The Greatest Match In The History Of GM GOLF | Rematch,2625,367797,3922,393
2020-12-20 23:00:11+00:00,Who Wins The First 18 Hole Match In GM GOLF History?! Garrett VS Micah,1361,118084,5676,219
2021-08-07 19:26:23+00:00,Can Grant Win 2 Matches In A Row?! | Saturday Match #7,1818,194175,6174,356
2021-05-20 21:31:24+00:00,The Hardest Mini Golf Course We’ve Ever Played! 1v1v1 | GM GOLF,1007,282743,6576,210
2021-09-11 22:23:04+00:00,Taking It DEEP In Saturday Match #12 | GM GOLF,1294,163198,6176,405
2020-03-22 22:00:14+00:00,Does The Comeback Start Now?! | Sunday Match #11 | Garrett VS Micah,1767,124403,5723,493
2021-12-01 20:38:50+00:00,Can I Beat Pro Golfer In A Match?,1049,143355,3779,108
2021-10-13 20:49:35+00:00,PGA Tour Golfers VS Garrett & Grant | 18 Hole Match | Part 2,1772,284909,10558,1003
2021-11-07 00:38:59+00:00,Can Grant Stop My Winning Streak!? | Saturday Match #19 | GM GOLF,1578,163545,5201,238
2020-04-19 22:00:10+00:00,Does Garrett Win 2 Matches In A Row!? | With Caddies | Sunday Match #15 | Garrett VS Micah,2135,159194,4870,363
2019-07-16 22:56:19+00:00,Epic Up & Down HORSE | Walmart Golf Challenge ($50.00 Budget),966,367171,5510,403
2022-05-08 20:55:44+00:00,We Played The Most Famous Golf Holes In The World... in Texas,1104,268389,7287,319
2022-03-03 01:11:50+00:00,Can I Break My 18 Hole Record Score In Dubai? | GM Golf,1089,190436,12426,278
2019-09-09 22:59:31+00:00,Cookout Golf Challenge | Wheel Of Not Ideal,1103,226931,4432,312
2021-10-20 00:31:55+00:00,We Challenged 5x PGA Tour Winner To an 18 Hole 2v1 Best Ball Match | Part 1 | GM GOLF,1516,207927,5818,408
2019-09-23 00:13:11+00:00,Motorcycle Speed Golf Challenge | Fastest To Play 6 Holes Wins $100,977,249478,4435,348
2020-08-18 17:15:26+00:00,Playing With The WORLD’S SMALLEST Golf Clubs | GM GOLF,1084,211329,14873,451
2021-03-07 14:36:14+00:00,The BEST Putting Lesson I’ve Ever Had?! | GM GOLF,843,67263,2960,149
2018-09-15 19:25:24+00:00,The Lit Range (Full Range Session) - GM GOLF,284,104418,1355,143
2019-06-03 00:59:35+00:00,Playing 9 Holes With Next Level Golf Technology,1410,105390,1348,299
2020-12-28 22:08:28+00:00,Playing Golf With Old Clubs Vs New Clubs | GM GOLF,861,80505,3198,278
2021-11-20 22:33:23+00:00,We Played Our Dream Golf Course | Saturday Match #21,1213,216997,5571,227
2022-01-10 19:14:20+00:00,We Challenged A Pro Golfer & D1 Golfer To an 18 Hole Match | Part 1,1425,227816,7550,644
2021-10-09 18:36:02+00:00,I Can’t Believe This Happened! | Saturday Match #16 | GM GOLF,1171,148508,5097,234
2021-07-11 00:01:46+00:00,GM GOLF | Does Grant Make a Comeback!? | Saturday Match #3,1504,136557,4455,249
